<<<<<<< HEAD
,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,product_id,product_name,product_price,product_link,Alcohol percentage,Bottle volume ml,Gift box,Country of origin,Varietal,Varietals,Type,Vintage,Organic,Style,Brand,Product_desc,Expert Review,Customer Review,Nose,Palate,Finish,Appearance,alcohol_type,Food Pairing
233,233,233,233,233,0,product_320,berkeley-square-gin-700ml,109.55,https://www.paneco.com.sg/products/berkeley-square-gin-700ml,46.0,700.0ml,No,England,London Dry,,,,,,Berkeley Square,"
Berkeley Square is a mellow gin, with subdued notes of juniper and a distinct yet delicious herbal quality. Not only tasty in a G&T, it can count itself as one of those gins that would be great drunk neat over ice.
","¡°The result is that Berkeley Square has a depth of flavour and perfect balance that allows for this subtle gin to really release all of its character. By no means bad in a G&T, it is not at it¡¯s best when served with tonic. It does however, provide a very different proposition when making cocktails as the herbal elements shine through. For these reasons we recommend trying it in cocktails like The Last Word or for those who like the medicinal notes of Campari ¨C in a Negroni.¡±",,,,,,Spirit,[]
234,234,234,234,234,0,product_2547,bernheim-straight-wheat-whiskey-750ml,110.98,https://www.paneco.com.sg/products/bernheim-straight-wheat-whiskey-750ml,45.0,750.0ml,No,United States,Bourbon,,Bourbon,,,,Bernheim Original,"
The first truly new variety of American straight whiskey introduced since Prohibition! Hand crafted at the Bernheim Distillery is Louisville where it ages in Rickhouse Y developing the truly unique and smooth taste courtesy of using Wheat as the primary grain source. Sourced from only 75 barrels or less (small batch), this unique whiskey has a one-of-a-kind flavour profile; notes of vanilla, honey, toffee and quirky berry nature to completely enliven the senses.
",,,,,,,Spirit,[]
235,235,235,235,235,0,product_2037,best-seller-set-glenfiddich-15-x-chivas-regal-18-w-free-gift,256.0,https://www.paneco.com.sg/products/best-seller-set-glenfiddich-15-x-chivas-regal-18-w-free-gift,,3 items,,,,,,,,,"Glenfiddich, Chivas","
            Pour a dram of our best seller - Glenfiddich 15 and Chivas Regal 18!
          ",,best whisky ever Drink.  Glenfiddich and chivas combination really fantastic,,,,,Spirit,[]
236,236,236,236,236,0,product_3159,big-peat-700ml,125.7,https://www.paneco.com.sg/products/big-peat-700ml,46.0,700.0ml,No,Scotland,Single Malt,,,,,,Big Peat,"
Big Peat is a marriage of Single Malt Scotch Whiskies only from the island of Islay. With Caol Ila spirit bringing sweetness, Bowmore the perfect balance, Ardbeg a medicinal, earthy quality and Port Ellen, a degree of elegance, Big Peat represents all that is Islay in a bottle.
",,,,,,,Spirit,[]
237,237,237,237,237,0,product_4709,black-white-whisky-1l,64.95,https://www.paneco.com.sg/products/black-white-whisky-1l,40.0,1000.0ml,No,Scotland,,,,,,,Black & White,"
Black & White Blended is a classic old blend of some of the finest whiskies in Scotland, with a high proportion of quality grain whisky. Short, with a slight sweetness of honey.
",,,,,,,Spirit,[]
238,238,238,238,238,0,product_3116,black-tomato-gin-500ml,74.95,https://www.paneco.com.sg/products/black-tomato-gin-500ml,42.3,500.0ml,No,Netherlands,Flavoured,,,,,,Black Tomato Gin,"
Black Tomato Gin is a robust and powerful spirit. Rich dark fruits are obvious and followed by pleasant spices on the palate. The powerful fruitiness of the tomato is balanced by its own tanginess and the peppery kick of juniper.
",,,,,,,Spirit,[]
239,239,239,239,239,0,product_241,blackwoods-vintage-dry-gin-700ml,49.95,https://www.paneco.com.sg/products/blackwoods-vintage-dry-gin-700ml,40.0,700.0ml,No,Scotland,Dry,,,,,,Blackwoods,"
Blackwoods Dry Gin ¨C the world¡¯s first vintage gin. Blackwoods is a hand crafted 40% vintage gin. With each vintage the botanicals used change slightly due to the quality and quantity available. The Shetland botanicals are infused with juniper and coriander, plus other botanicals including lime, to give the dry gin its unique and complex flavour. Over the years Blackwood's vintage gin has won gold medals and been judged by experts, across the world beating many well-known brands in the process.
","¡°Tasting note:An abundance of citrus on the nose with gentle floral notes to follow. Extremely smooth yet crisp with citrus, herbal and floral notes coming through on the palate.¡±",,,,,,Spirit,[]
240,240,240,240,240,0,product_3923,blanton-s-black-single-barrel-bourbon-750ml-w-gift-box,534.95,https://www.paneco.com.sg/products/blanton-s-black-single-barrel-bourbon-750ml-w-gift-box,40.0,750.0ml,Yes,United States,Bourbon,,,,,,Blanton's,"
Blanton's Black is one of the rarest single barrel bourbon whiskeys in the?world. An upgraded and elevated rendition of the 'Special Reserve', the main point of difference in the Blanton's Black Label Single Barrel.?This extra barrel ageing produces a more complex, robust, and?refined tasting experience, and makes the black label bourbon a truly sophisticated example of Blanton's single barrel caliber. Like the Takara?Red edition, the Japanese exclusive Blanton's Black Edition is a statement piece for any serious collector and a must-try for any keen?Blanton's enthusiast.
",,,,,,,Spirit,[]
241,241,241,241,241,0,product_513,blantons-original-single-barrel,168.95,https://www.paneco.com.sg/products/blantons-original-single-barrel,46.5,750.0ml,No,United States,Bourbon,,Bourbon,,,,Blanton's,"
Taken from the center-cut or middle sections of the famous Warehouse H, Blanton¡¯s Original was once designated for ambassadors, dignitaries, and Colonel Blanton¡¯s family and friends. Today, everyone has access to the world¡¯s first single barrel bourbon. The taste profile is sweet with citrus and oak. A creamy vanilla nose features hints of nuts, caramel, orange and light chocolate. Blanton¡¯s Original set the standard for single barrel bourbons. Best served neat or on the rocks.
","¡°Nose: A spicy aroma of Dried Citrus and Orange Peels with a hint of Caramel and Vanilla.Palate Entry: Full and soft, marked by a mix of Burnt Sugar, Caramel, Orange, and Cloves.Finish: Balanced with Vanilla, Honey, and Citrus.Best Served: Straight, on ice, or used in a premium cocktail.¡±",,,,,,Spirit,[]
242,242,242,242,242,0,product_4570,bloom-london-dry-gin-700ml,64.95,https://www.paneco.com.sg/products/bloom-london-dry-gin-700ml,40.0,700.0ml,No,England,London Dry,,,,,,Bloom Gin,"
Bloom London Dry is carefully crafted using chamomile, honeysuckle and pomelo as the three key botanicals ¨C each one contributing to a unique drinking experience in its own way. The citrus notes of the pomelo brings freshness to the flavour, the edible nectar of the honeysuckle provides a rich smoothness, and the chamomile infuses a gentle floral calmness into the taste. So not only is it delicious, it¡¯s also sugar-free, gluten-free and vegan friendly. A distinctively light and floral gin with a touch of sweetness, giving way to an irresistibly smooth finish.
",,,,,,,Spirit,[]
243,243,243,243,243,0,product_1272,bluecoat-american-dry-gin-1l,105.95,https://www.paneco.com.sg/products/bluecoat-american-dry-gin-1l,47.0,1000.0ml,No,United States,Dry,,,,,,Bluecoat,"
The Bluecoat American Dry distilled in a traditional copper pot still and is named after the uniforms worn by the militia in the American Revolution. The botanical recipe is kept secret however the style is a classic dry gin. Bluecoat utilizes 100% organic juniper berries, which transmit spicy, earthy notes as opposed to the pungent pine-tree flavours of regular berries. A premium blend of organic American citrus peels and spices complements the rich juniper notes, giving Bluecoat its classic citrusy finish. Creates the perfect ¡®All-American G&T¡¯ or a ¡®Liberty Martini¡¯ and is always garnished with an orange.
",,,,,,,Spirit,[]
244,244,244,244,244,0,product_1224,bluecoat-american-dry-gin-750ml,74.69,https://www.paneco.com.sg/products/bluecoat-american-dry-gin-750ml,47.0,750.0ml,No,United States,Dry,,,,,,Bluecoat,"
The Bluecoat American Dry distilled in a traditional copper pot still and is named after the uniforms worn by the militia in the American Revolution. The botanical recipe is kept secret however the style is a classic dry gin. Bluecoat utilizes 100% organic juniper berries, which transmit spicy, earthy notes as opposed to the pungent pine-tree flavours of regular berries. A premium blend of organic American citrus peels and spices complements the rich juniper notes, giving Bluecoat its classic citrusy finish. Creates the perfect ¡®All-American G&T¡¯ or a ¡®Liberty Martini¡¯ and is always garnished with an orange.
",,,,,,,Spirit,[]
245,245,245,245,245,0,product_4046,bols-amaretto-700ml,38.95,https://www.paneco.com.sg/products/bols-amaretto-700ml,24.0,700.0ml,No,Netherlands,,,,,,,Bols,"
Bols Amaretto is a gold-brown liqueur. Amaretto, which originated in Italy, is famous for its sweet almond aroma and nutty caramel flavour. A distillation of carefully selected ingredients creates this exquisite liqueur.
Bols Amaretto is essential for classic drinks such as the Amaretto Sour, and also for more modern drinks like the Alabama Slammer and Screaming Orgasm.
",,,,,,,Spirit,[]
246,246,246,246,246,0,product_242,bols-apricot-brandy-700ml,33.84,https://www.paneco.com.sg/products/bols-apricot-brandy-700ml,24.0,700.0ml,No,Netherlands,,,,,,,Bols,"
Bols Apricot Brandy uses fresh apricot juice supported by tones of orange to give it a richer, fuller flavour that matches its golden-amber colour. Bols Apricot Brandy has been the apricot liqueur for a very long time: as well as being the original apricot liqueur in the Mai Tai, Zombie and Apricot Fizz, it is surprisingly tasty just with orange juice or soda.
","¡°Tasting Notes:FLAVOUR - Distinctly apricot with a hint of cognac and almond.AROMA - Mild aroma of juicy apricots.COLOUR - Golden Amber.USE - Straight, on the rocks, excellent in cocktails and mixed drinks.¡±",,,,,,Spirit,[]
247,247,247,247,247,0,product_3298,bols-blue-curacao-700ml-3017,38.15,https://www.paneco.com.sg/products/bols-blue-curacao-700ml-3017,21.0,700.0ml,No,Netherlands,,,,,,,Bols,"
                  BOLS Blue the original Blue Cura?ao. Bols Blue was, and still is, the world¡¯s best-selling blue cura?ao. Known in the previous century as ¡°Cr¨¨me de Ciel¡±, it is one of the oldest flavours in the modern Bols liqueur range. Bols Blue adds a sparkling blue colour, a powerful orange flavour and a superb and unique aftertaste to any cocktail
                ",,,,,,,Spirit,[]
=======
                ","¡°Rich and coppery with golden highlights, B¨¦n¨¦dictine D.O.M is a secret recipe of 27 traditional roots, herbs and spices. Herbal and spicy fragrance.¡±",,,,,,Spirit,[]
216,216,216,216,216,0,product_3087,benriach-10-year-single-malt-700ml-w-gift-box,99.95,https://www.paneco.com.sg/products/benriach-10-year-single-malt-700ml-w-gift-box,43.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
Benriach 10 Year is a flagship expression from the BenRiach distillery. This 10 year old Speyside single malt is drawn from ex-bourbon and ex-sherry casks after at least a decade of slumber, resulting in a malt that shows off the distillery¡¯s style wonderfully.
",,,,,,,Spirit,[]
217,217,217,217,217,0,product_4394,benriach-12-years-sherry-cask-700ml-w-gift-box,134.95,https://www.paneco.com.sg/products/benriach-12-years-sherry-cask-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
This rich, aromatic Single Malt Scotch Whisky has been created by marrying together whiskies matured in Oloroso and Pedro Ximenez sherry butts sourced from Jerez, Southern Spain.
",,,,,,,Spirit,[]
218,218,218,218,218,0,product_2679,benriach-22-year-albariza-peated-single-malt-700ml-w-gift-box,389.95,https://www.paneco.com.sg/products/benriach-22-year-albariza-peated-single-malt-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
The BenRiach 22 Year Albariza - Peated is stored in Pedro Ximenez sherry casks and has spent 22 years developing its flavour. With a taste of fig, black cherry and sweet peppers up front, vanilla, dark chocolate and honey filter through.
",,,,,,,Spirit,[]
219,219,219,219,219,0,product_2680,benriach-22-year-dark-rum-cask-finish-single-malt-700ml-w-gift-box,389.95,https://www.paneco.com.sg/products/benriach-22-year-dark-rum-cask-finish-single-malt-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
BenRiach have a proud history of producing peated Speyside malt and using interesting barrels to finish their whiskies; with this release they have combined both. The Benriach 22 Year Dark Rum Cask Finish was originally mature in American oak barrels before being finished in dark rum casks.
","¡°Single malts from BenRiach have been called ¡°perfection¡±, faultless¡± and ¡°astounding¡± in Jim Murray¡¯s 2014 Whisky BibleNose: Floral and spicy with pear tart tatin, candied peel and vanilla sugar.Taste: Stewed apples, toasted pears, warm oak spice, white pepper and citrus.Finish: Charred wood, barley sweetness and citrus peel.¡±",,,,,,Spirit,[]
220,220,220,220,220,0,product_2681,benriach-22-year-dunder-peated-single-malt-700ml-w-gift-box,389.95,https://www.paneco.com.sg/products/benriach-22-year-dunder-peated-single-malt-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
BenRiach 22 year old Dunder Peated is a limited production release. Unusual for a Speyside malt, the BenRiach Dunder is distilled from peated malted barley. The whisky is matured in American oak casks and then finished in dark rum barrels. ¡®Dunder¡¯ is the name of the cane-juice residue left in the still after distillation; traditionally used as a yeast source in the fermentation process of Jamaican rum. Bottled at natural colour and non chill filtered.
",,,,,,,Spirit,[]
221,221,221,221,221,0,product_2719,benriach-curiositas-10-year-peated-style-single-malt-700ml-w-gift-box,105.5,https://www.paneco.com.sg/products/benriach-curiositas-10-year-peated-style-single-malt-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
BenRiach Curiositas achieves a peat richness through the use of malted barley dried in the traditional way over peat infused kilns. Traditionalists believe that peated malts achieve optimum balance of peat-bittersweet and oak infusion after 10 years of maturation.
",,,,,,,Spirit,[]
222,222,222,222,222,0,product_1087,benriach-peated-quarter-cask-single-malt-700ml-w-gift-box,99.07,https://www.paneco.com.sg/products/benriach-peated-quarter-cask-single-malt-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
This UNIQUE single malt has been distilled from PEATED malted barley and has been FULLY matured in quarter casks. A smaller cask allows for more INTERACTION between the wood and the spirit, giving the whisky a great depth of flavour and aroma in a shorter period of time. Bottled at 46%, non chill filtered and natural colour, this is an EXTRAORDINARY, full-flavoured dram.
","¡°TASTING NOTESNOSEElegant waves of wood smoke intensify to burning heather with a delicious contribution of ripe orchard fruits. Subtle hints of peaches, cinnamon sugar and a slight herbal note of fresh barley give an added contrast to the unique, rich peat character.COLOURBright summer gold.TASTEIntense peat smoke mellows to smouldering peat embers infused with green pear and nectarine notes. Nutty oak and vanilla pods combine with a touch of white pepper and a twist of lime to give a crisp, smoky finish.¡±",,,,,,Spirit,[]
223,223,223,223,223,0,product_1088,benriach-quarter-cask-single-malt-700ml-w-gift-box,110.57,https://www.paneco.com.sg/products/benriach-quarter-cask-single-malt-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
This special single malt has been aged in quarter casks. A smaller cask allows for more interaction between the wood and spirit, giving the whisky a great depth of flavour and aroma in a shorter period of time. Bottled at 46% ABV, non chill-filtered with natural colour, this is a full-flavoured whisky with fantastic depth.
","¡°NOSE: Candied peel and caramelised green pears with a distant tinge of eucalyptus. Black vanilla pods and fresh white pepper add a warm contrast to the rich oak nose.COLOUR: Burnished gold.TASTE: Crisp lemon zest and sweet oak spice with a dusting of icing sugar. Ripe pear and honeyed apricots combine with freshly stewed barley, adding fantastic depth to the long palate.¡±",,,,,,Spirit,[]
224,224,224,224,224,0,product_3088,benriach-the-smoky-ten-10-year-single-malt-700ml-w-gift-box,108.7,https://www.paneco.com.sg/products/benriach-the-smoky-ten-10-year-single-malt-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
Benriach The Smoky Ten has been crafted from a combination of unpeated and peated spirit and three cask matured for at least ten years in a combination of bourbon barrels, Jamaican rum casks and toasted virgin oak. The whisky is then expertly married together to create sublimely smooth layers of sunripe fruit, aromatic smoke and toasted oak spice, lingering into the perfectly balanced sweet and smoky finish.
",,,"Ripe orchard fruit syrup, smoked honey glaze and oak spice","Smoke applewood, honey maple and spiced pear finishing with lingering fruit and smoked oak",,Bright gold,Spirit,[]
225,225,225,225,225,0,product_3202,benriach-the-smoky-twelve-12-year-700ml-w-gift-box,125.95,https://www.paneco.com.sg/products/benriach-the-smoky-twelve-12-year-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
The Smoky Twelve is the perfect marriage of fruit,malt, oak and rich layers of smoke. Crafted from a combination of unpeated and peated spirit and three cask matured for at least twelve years in bourbon barrels, sherry casks, and Marsala wine casks. The whisky from each cask is then expertly married together to create a smooth, creamy single malt, multilayered with flavours of ripened fruit, aromatic smoky sweetness and warming oak spice.
",,,"Smoked vanilla, charred orange and toasted almond","Dark chocolate, fruit peel, brown sugar and smoked oak, lingering into a cocoa and orange smoked finish",,Burnished gold,Spirit,[]
226,226,226,226,226,0,product_3055,benriach-the-twelve-12-year-single-malt-700ml-w-gift-box,119.95,https://www.paneco.com.sg/products/benriach-the-twelve-12-year-single-malt-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
Benriach spirit is three cask matured for at least twelve years in sherry casks, bourbon barrels and port casks. The whisky from each cask is then expertly married together to create a smooth, sherry-rich single malt, layered with baked fruit, maple honey and cocoa, perfectly balanced with a lingering sultana and spiced mocha finish.
",,,"Rich maple honey, cocoa and baked forest fruit","Maraschino cherry, baked orange and hazelnut, with a lingering sultana and spiced mocha finish",,Golden bronze,Spirit,[]
227,227,227,227,227,0,product_4396,benriach-the-twenty-five-25-years-700ml-w-gift-box,644.95,https://www.paneco.com.sg/products/benriach-the-twenty-five-25-years-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
A mellow, smoky 25-year-old single malt from Benriach, made with a combination of peated and un-peated spirit and matured in a combination of sherry casks, bourbon barrels, virgin oak casks and Madeira Island wine casks. The result is aromas of smoked apricots, dark chocolate covered cherries and hazelnut toffee that fill the nose, complemented by notes of baked apples, cinnamon, toasted oak, orange and smoky caramel throughout the palate.
",,,,,,,Spirit,[]
228,228,228,228,228,0,product_4395,benriach-the-twenty-one-21-years-700ml-w-gift-box,319.95,https://www.paneco.com.sg/products/benriach-the-twenty-one-21-years-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benriach,"
An sweet, smoky and elegant 21-year-old single malt from Benriach that is made with a combination of peated and un-peated spirit and matured in a combination of bourbon barrels, sherry casks, virgin oak casks and Bordeaux red wine casks. The result is aromas of berry compote, wild honey, crunchy apples, spicy oak and delicate smoke that fill the nose, complemented by notes of grape, dark chocolate, smoked pine nuts, caramelised pear and honey smoke throughout the palate.
",,,,,,,Spirit,[]
229,229,229,229,229,0,product_3828,benromach-1977-42-years-2019-edition-700ml-w-gift-box,4389.95,https://www.paneco.com.sg/products/benromach-1977-42-years-2019-edition-700ml-w-gift-box,42.1,700.0ml,Yes,Scotland,Single Malt,,,1977.0,,,Benromach,"
An exquisitely-packaged bottle of Benromach 1977, filled from a single hogshead that had lain untouched for 39 years. Only 225 bottles were created, each one packaged in a dark oak box reminiscent of the wooden washbacks used by the distillery before it closed in 1983. Also accompanying the bottle is a hardback book, which guides you through the history of the distillery D and some of its most notable characters.
The whisky itself is smooth and sweet, with vibrant notes of ripe banana and passion fruit underscored with citrus, dried tobacco and toasted oak.
",,,,,,,Spirit,[]
230,230,230,230,230,0,product_2992,benromach-2009-peat-smoke-single-malt-700ml-w-gift-box,114.95,https://www.paneco.com.sg/products/benromach-2009-peat-smoke-single-malt-700ml-w-gift-box,46.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benromach,"
Matured in first-fill bourbon casks, Benromach Peat Smoke could be mistaken for a famous single malt from the Isle of Islay. Unveils intense notes of smoke and fruit,
",,,,,,,Spirit,[]
231,231,231,231,231,0,product_3056,benromach-15-year-single-malt-700ml-w-gift-box,159.95,https://www.paneco.com.sg/products/benromach-15-year-single-malt-700ml-w-gift-box,43.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Benromach,"
Only ever matured in the highest quality oak casks, Benromach 15 Year single malt whisky gives cracked pepper, charred oak, apples, dark chocolate and forest fruits with rich sherry notes and a touch of smoke.
",,,Aromas of sweet toffee leading to notes of cracked black pepper and peat smoke. Rich forest fruits develop with dark chocolate and dried banana,Creamy and sweet with ripe apples and an undertone of charred oak. Dark chocolate develops and leads to toasted malt and orange peel with a subtle hint of smoke,,Dark Amber,Spirit,[]
232,232,232,232,232,0,product_3829,benromach-aged-40-years-2021-release-700ml-w-gift-box,4491.0,https://www.paneco.com.sg/products/benromach-aged-40-years-2021-release-700ml-w-gift-box,57.1,700.0ml,Yes,Scotland,Single Malt,,,,,,Benromach,"
The 2021 release of Benromach 40 Year Old has been matured exclusively in first-fill oloroso sherry casks for four decades, creating rich aromas stewed fruit, clove-studded orange, cinnamon, toffee and beeswax that fill the nose. The palate offers notes of red apple, Seville orange, demerara sugar and charred oak that linger in the finish.
",,,,,,,Spirit,[]
233,233,233,233,233,0,product_320,berkeley-square-gin-700ml,109.55,https://www.paneco.com.sg/products/berkeley-square-gin-700ml,46.0,700.0ml,No,England,London Dry,,,,,,Berkeley Square,"
Berkeley Square is a mellow gin, with subdued notes of juniper and a distinct yet delicious herbal quality. Not only tasty in a G&T, it can count itself as one of those gins that would be great drunk neat over ice.
","¡°The result is that Berkeley Square has a depth of flavour and perfect balance that allows for this subtle gin to really release all of its character. By no means bad in a G&T, it is not at it¡¯s best when served with tonic. It does however, provide a very different proposition when making cocktails as the herbal elements shine through. For these reasons we recommend trying it in cocktails like The Last Word or for those who like the medicinal notes of Campari ¨C in a Negroni.¡±",,,,,,Spirit,[]
234,234,234,234,234,0,product_2547,bernheim-straight-wheat-whiskey-750ml,110.98,https://www.paneco.com.sg/products/bernheim-straight-wheat-whiskey-750ml,45.0,750.0ml,No,United States,Bourbon,,Bourbon,,,,Bernheim Original,"
The first truly new variety of American straight whiskey introduced since Prohibition! Hand crafted at the Bernheim Distillery is Louisville where it ages in Rickhouse Y developing the truly unique and smooth taste courtesy of using Wheat as the primary grain source. Sourced from only 75 barrels or less (small batch), this unique whiskey has a one-of-a-kind flavour profile; notes of vanilla, honey, toffee and quirky berry nature to completely enliven the senses.
",,,,,,,Spirit,[]
235,235,235,235,235,0,product_2037,best-seller-set-glenfiddich-15-x-chivas-regal-18-w-free-gift,256.0,https://www.paneco.com.sg/products/best-seller-set-glenfiddich-15-x-chivas-regal-18-w-free-gift,,3 items,,,,,,,,,"Glenfiddich, Chivas","
            Pour a dram of our best seller - Glenfiddich 15 and Chivas Regal 18!
          ",,best whisky ever Drink.  Glenfiddich and chivas combination really fantastic,,,,,Spirit,[]
236,236,236,236,236,0,product_3159,big-peat-700ml,125.7,https://www.paneco.com.sg/products/big-peat-700ml,46.0,700.0ml,No,Scotland,Single Malt,,,,,,Big Peat,"
Big Peat is a marriage of Single Malt Scotch Whiskies only from the island of Islay. With Caol Ila spirit bringing sweetness, Bowmore the perfect balance, Ardbeg a medicinal, earthy quality and Port Ellen, a degree of elegance, Big Peat represents all that is Islay in a bottle.
",,,,,,,Spirit,[]
237,237,237,237,237,0,product_4709,black-white-whisky-1l,64.95,https://www.paneco.com.sg/products/black-white-whisky-1l,40.0,1000.0ml,No,Scotland,,,,,,,Black & White,"
Black & White Blended is a classic old blend of some of the finest whiskies in Scotland, with a high proportion of quality grain whisky. Short, with a slight sweetness of honey.
",,,,,,,Spirit,[]
238,238,238,238,238,0,product_3116,black-tomato-gin-500ml,74.95,https://www.paneco.com.sg/products/black-tomato-gin-500ml,42.3,500.0ml,No,Netherlands,Flavoured,,,,,,Black Tomato Gin,"
Black Tomato Gin is a robust and powerful spirit. Rich dark fruits are obvious and followed by pleasant spices on the palate. The powerful fruitiness of the tomato is balanced by its own tanginess and the peppery kick of juniper.
",,,,,,,Spirit,[]
239,239,239,239,239,0,product_241,blackwoods-vintage-dry-gin-700ml,49.95,https://www.paneco.com.sg/products/blackwoods-vintage-dry-gin-700ml,40.0,700.0ml,No,Scotland,Dry,,,,,,Blackwoods,"
Blackwoods Dry Gin ¨C the world¡¯s first vintage gin. Blackwoods is a hand crafted 40% vintage gin. With each vintage the botanicals used change slightly due to the quality and quantity available. The Shetland botanicals are infused with juniper and coriander, plus other botanicals including lime, to give the dry gin its unique and complex flavour. Over the years Blackwood's vintage gin has won gold medals and been judged by experts, across the world beating many well-known brands in the process.
","¡°Tasting note:An abundance of citrus on the nose with gentle floral notes to follow. Extremely smooth yet crisp with citrus, herbal and floral notes coming through on the palate.¡±",,,,,,Spirit,[]
240,240,240,240,240,0,product_3923,blanton-s-black-single-barrel-bourbon-750ml-w-gift-box,534.95,https://www.paneco.com.sg/products/blanton-s-black-single-barrel-bourbon-750ml-w-gift-box,40.0,750.0ml,Yes,United States,Bourbon,,,,,,Blanton's,"
Blanton's Black is one of the rarest single barrel bourbon whiskeys in the?world. An upgraded and elevated rendition of the 'Special Reserve', the main point of difference in the Blanton's Black Label Single Barrel.?This extra barrel ageing produces a more complex, robust, and?refined tasting experience, and makes the black label bourbon a truly sophisticated example of Blanton's single barrel caliber. Like the Takara?Red edition, the Japanese exclusive Blanton's Black Edition is a statement piece for any serious collector and a must-try for any keen?Blanton's enthusiast.
",,,,,,,Spirit,[]
241,241,241,241,241,0,product_513,blantons-original-single-barrel,168.95,https://www.paneco.com.sg/products/blantons-original-single-barrel,46.5,750.0ml,No,United States,Bourbon,,Bourbon,,,,Blanton's,"
Taken from the center-cut or middle sections of the famous Warehouse H, Blanton¡¯s Original was once designated for ambassadors, dignitaries, and Colonel Blanton¡¯s family and friends. Today, everyone has access to the world¡¯s first single barrel bourbon. The taste profile is sweet with citrus and oak. A creamy vanilla nose features hints of nuts, caramel, orange and light chocolate. Blanton¡¯s Original set the standard for single barrel bourbons. Best served neat or on the rocks.
","¡°Nose: A spicy aroma of Dried Citrus and Orange Peels with a hint of Caramel and Vanilla.Palate Entry: Full and soft, marked by a mix of Burnt Sugar, Caramel, Orange, and Cloves.Finish: Balanced with Vanilla, Honey, and Citrus.Best Served: Straight, on ice, or used in a premium cocktail.¡±",,,,,,Spirit,[]
242,242,242,242,242,0,product_4570,bloom-london-dry-gin-700ml,64.95,https://www.paneco.com.sg/products/bloom-london-dry-gin-700ml,40.0,700.0ml,No,England,London Dry,,,,,,Bloom Gin,"
Bloom London Dry is carefully crafted using chamomile, honeysuckle and pomelo as the three key botanicals ¨C each one contributing to a unique drinking experience in its own way. The citrus notes of the pomelo brings freshness to the flavour, the edible nectar of the honeysuckle provides a rich smoothness, and the chamomile infuses a gentle floral calmness into the taste. So not only is it delicious, it¡¯s also sugar-free, gluten-free and vegan friendly. A distinctively light and floral gin with a touch of sweetness, giving way to an irresistibly smooth finish.
",,,,,,,Spirit,[]
243,243,243,243,243,0,product_1272,bluecoat-american-dry-gin-1l,105.95,https://www.paneco.com.sg/products/bluecoat-american-dry-gin-1l,47.0,1000.0ml,No,United States,Dry,,,,,,Bluecoat,"
The Bluecoat American Dry distilled in a traditional copper pot still and is named after the uniforms worn by the militia in the American Revolution. The botanical recipe is kept secret however the style is a classic dry gin. Bluecoat utilizes 100% organic juniper berries, which transmit spicy, earthy notes as opposed to the pungent pine-tree flavours of regular berries. A premium blend of organic American citrus peels and spices complements the rich juniper notes, giving Bluecoat its classic citrusy finish. Creates the perfect ¡®All-American G&T¡¯ or a ¡®Liberty Martini¡¯ and is always garnished with an orange.
",,,,,,,Spirit,[]
244,244,244,244,244,0,product_1224,bluecoat-american-dry-gin-750ml,74.69,https://www.paneco.com.sg/products/bluecoat-american-dry-gin-750ml,47.0,750.0ml,No,United States,Dry,,,,,,Bluecoat,"
The Bluecoat American Dry distilled in a traditional copper pot still and is named after the uniforms worn by the militia in the American Revolution. The botanical recipe is kept secret however the style is a classic dry gin. Bluecoat utilizes 100% organic juniper berries, which transmit spicy, earthy notes as opposed to the pungent pine-tree flavours of regular berries. A premium blend of organic American citrus peels and spices complements the rich juniper notes, giving Bluecoat its classic citrusy finish. Creates the perfect ¡®All-American G&T¡¯ or a ¡®Liberty Martini¡¯ and is always garnished with an orange.
",,,,,,,Spirit,[]
