<<<<<<< HEAD
,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,product_id,product_name,product_price,product_link,Product_desc,Expert Review,Customer Review,Appearance,Nose,Palate,Food Pairing,Alcohol percentage,Bottle volume ml,Gift box,Country of origin,Varietal,Brand
76,76,76,76,0,product_4137,orval-trappist-ale-330ml,10.95,https://www.paneco.com.sg/products/orval-trappist-ale-330ml,"This Belgian Trappist beer is a delicious slightly sweet pale ale brewed with subtle, citrusy hops. So far, so normal, but then the beer is dry hopped and bottle fermented with Brettanomyces, which over time eats all the sugar in the beer and leaves behind a herbal-dry beer unlike any other drink in the world. Loaded with umami like flavours, a touch of caramel and a strong zesty orange pith flavour.",,,,,,[],6.2,330.0ml,No,Belgium,,Orval
77,77,77,77,0,product_4140,rochefort-trappistes-10-quadrupel-ale-bottle-330ml,13.5,https://www.paneco.com.sg/products/rochefort-trappistes-10-quadrupel-ale-bottle-330ml,"Deep mahogany-brown topped by a fleeting tan head that bursts with aromas of dark cocoa, roasted wheat, figs, cherries, nuts and malts. Flavours of leather, caramel, chocolate, plum, raisin and herbal hops are appreciated by whisky and wine lovers all over the world.",,,,,,[],11.3,330.0ml,No,Belgium,,Rochefort
78,78,78,78,0,product_4138,rochefort-trappistes-6-dark-ale-bottle-330ml,9.25,https://www.paneco.com.sg/products/rochefort-trappistes-6-dark-ale-bottle-330ml,"This beer is a brown ale. It is brewed and bottled within the walls of the Abbey of Saint-Remy in Rochefort. The modest dimensions of this brewery enable the Trappist monks and their collaborators to perfectly control production. Its artisan nature is particularly appreciated by more discerning palates. This beer contains only natural products; spring water, malt barley, hops.",,,,,,[],7.5,330.0ml,No,Belgium,,Rochefort
79,79,79,79,0,product_4191,rochefort-trappistes-8-dark-ale-bottle-330ml-3781,11.5,https://www.paneco.com.sg/products/rochefort-trappistes-8-dark-ale-bottle-330ml-3781,"Deep golden-brown with red highlights. The aroma features fresh fruit, spice, leather, figs, and a hint of smokiness. Flavor is complex, with date, caramel, and brown sugar notes accompanied by spicy coriander, nutty yeast, and herbal hoppiness. It ages well and can be cellared for at least five years while maintaining quality. ",,,,,,[],9.2,330.0ml,No,Belgium,,Rochefort
80,80,80,80,0,product_4635,rye-pint-loving-summer-west-coast-ipa-bottle-330ml,7.95,https://www.paneco.com.sg/products/rye-pint-loving-summer-west-coast-ipa-bottle-330ml,Presenting tingles of rye balanced with a honey-biscuity sweetness.,,,,,,[],6.0,330.0ml,No,Singapore,,Rye & Pint
81,81,81,81,0,product_4176,rye-pint-punchin-rye-pale-ale-bottle-330ml,7.5,https://www.paneco.com.sg/products/rye-pint-punchin-rye-pale-ale-bottle-330ml,"Bursting with aromas of passionfruit and a light touch of spiciness from the rye malt, this session-able and moderately hoppy pale ale delivers a smooth finish. ",,,,,,[],5.0,330.0ml,No,Singapore,,Rye & Pint
82,82,82,82,0,product_4180,rye-pint-scream-ale-bottle-330ml,6.85,https://www.paneco.com.sg/products/rye-pint-scream-ale-bottle-330ml,"This cream ale is smoothed with corn-like notes, paired with a subtle barley sweetness. Hoppiness is kept at a minimum, giving just the right amount of fruitiness, crushable and refreshing making it perfect for an all-day beer.",,,,,,[],5.0,330.0ml,No,Singapore,,Rye & Pint
83,83,83,83,0,product_4178,rye-pint-star-gazin-session-ipa-bottle-330ml,7.5,https://www.paneco.com.sg/products/rye-pint-star-gazin-session-ipa-bottle-330ml,"Dry-hopped with mainly Galaxy hops, Star Gazin' presents itself with notes of tropical fruits aroma and flavor, paired with a subtle malt sweetness, making it easy-drinking IPA. ",,,,,,[],4.5,330.0ml,No,Singapore,,Rye & Pint
84,84,84,84,0,product_4177,rye-pint-sunday-s-brew-pilsner-bottle-330ml,7.5,https://www.paneco.com.sg/products/rye-pint-sunday-s-brew-pilsner-bottle-330ml,"A refreshing and tasty pilsner with initial citrus and floral notes, rounding off with a malty finish. ",,,,,,[],5.0,330.0ml,No,Singapore,,Rye & Pint
85,85,85,85,0,product_4175,rye-pint-trippin-wheat-ale-bottle-330ml,7.45,https://www.paneco.com.sg/products/rye-pint-trippin-wheat-ale-bottle-330ml,"Brewed with malted wheat and Amarillo hops, expect notes of cloves, bananas and a citrus finish in this delightful brew",,,,,,[],5.0,330.0ml,No,Singapore,,Rye & Pint
86,86,86,86,0,product_4150,thornbridge-jaipur-ipa-bottle-330ml,7.5,https://www.paneco.com.sg/products/thornbridge-jaipur-ipa-bottle-330ml,"Jaipur is our flagship beer, it’s usually recognised as the first UK craft IPA, and was brewed with a huge amount of US hops at a time where this was very unusual, these provide a fantastic experience of grapefruit, lemon and tropical fruit with an enticing bitterness.",,,,,,[],5.9,330.0ml,No,England,,Thornbridge
87,87,87,87,0,product_4141,westmalle-trappist-dubbel-ale-bottle-330ml,8.25,https://www.paneco.com.sg/products/westmalle-trappist-dubbel-ale-bottle-330ml,"Westmalle Dubbel is a dark red-brown beer with a rich, complex taste thanks to re-fermentation in the bottle. Caramel, malt and fruity esters reminiscent of ripe banana. The beer pearls beneath a covering of dense, cream-coloured froth. A lovely lace pattern forms on the inside of the glass once emptied. The long, dry finish of this balanced, mild Trappist beer will stay with you.",,,,,,[],7.0,330.0ml,No,Belgium,,Westmalle
88,88,88,88,0,product_1825,24-x-fever-tree-elderflower-tonic-water-bottle-case-200ml,48.25,https://www.paneco.com.sg/products/24-x-fever-tree-elderflower-tonic-water-bottle-case-200ml,"Westmalle Dubbel is a dark red-brown beer with a rich, complex taste thanks to re-fermentation in the bottle. Caramel, malt and fruity esters reminiscent of ripe banana. The beer pearls beneath a covering of dense, cream-coloured froth. A lovely lace pattern forms on the inside of the glass once emptied. The long, dry finish of this balanced, mild Trappist beer will stay with you.",“‘‘THE AGE OF THE DISMAL MIXER IS OVER’’”,,,,,[],0.0,24 x 200.0ml,No,United Kingdom,,Fever-Tree
89,89,89,89,0,product_1826,24-x-fever-tree-ginger-ale-bottle-case-200ml,48.25,https://www.paneco.com.sg/products/24-x-fever-tree-ginger-ale-bottle-case-200ml,"Westmalle Dubbel is a dark red-brown beer with a rich, complex taste thanks to re-fermentation in the bottle. Caramel, malt and fruity esters reminiscent of ripe banana. The beer pearls beneath a covering of dense, cream-coloured froth. A lovely lace pattern forms on the inside of the glass once emptied. The long, dry finish of this balanced, mild Trappist beer will stay with you.",“‘‘BEST TONIC IS FEVER-TREE WHICH HAS”,,,,,[],0.0,24 x 200.0ml,No,United Kingdom,,Fever-Tree
90,90,90,90,0,product_1835,24-x-fever-tree-ginger-beer-bottle-case-200ml,48.25,https://www.paneco.com.sg/products/24-x-fever-tree-ginger-beer-bottle-case-200ml,"By brewing a blend of three gingers from Nigeria, Cochin and the Ivory Coast, we have created an award-winning ginger beer that has been highly acclaimed by gastronomes and critics alike.","“Not too sweet on the palate and with a deep, long-lasting ginger character. Perfect in a Dark & Stormy, Moscow Mule or simply as a soft drink on its own.”",,,,,[],0.0,24 x 200.0ml,No,United Kingdom,,Fever-Tree
91,91,91,91,0,product_1827,24-x-fever-tree-indian-tonic-water-bottle-case-200ml,48.25,https://www.paneco.com.sg/products/24-x-fever-tree-indian-tonic-water-bottle-case-200ml,"By brewing a blend of three gingers from Nigeria, Cochin and the Ivory Coast, we have created an award-winning ginger beer that has been highly acclaimed by gastronomes and critics alike.","““FEVER-TREE.  ""LOVE AT FIRST TASTE””",,,,,[],0.0,24 x 200.0ml,No,United Kingdom,,Fever-Tree
92,92,92,92,0,product_1831,24-x-fever-tree-soda-water-bottle-case-200ml,48.25,https://www.paneco.com.sg/products/24-x-fever-tree-soda-water-bottle-case-200ml,"By using soft spring water, bicarbonate of soda and a high level of carbonation, we've have created a delicious soda water with a delicate aroma. Perfect for bringing out the best flavours of the finest whiskies.",“REVOLUTIONISED THE G&T IN RECENT YEARS’’”,,,,,[],0.0,24 x 200.0ml,No,United Kingdom,,Fever-Tree
93,93,93,93,0,product_1830,24-x-fever-tree-aromatic-tonic-water-bottle-case-200ml,48.25,https://www.paneco.com.sg/products/24-x-fever-tree-aromatic-tonic-water-bottle-case-200ml,"By using soft spring water, bicarbonate of soda and a high level of carbonation, we've have created a delicious soda water with a delicate aroma. Perfect for bringing out the best flavours of the finest whiskies.",““FEVER-TREE IS AN OUTSTANDING MIXER””,,,,,[],0.0,24 x 200.0ml,No,United Kingdom,,Fever-Tree
94,94,94,94,0,product_1828,24-x-fever-tree-mediterranean-tonic-water-bottle-case-200ml,48.25,https://www.paneco.com.sg/products/24-x-fever-tree-mediterranean-tonic-water-bottle-case-200ml,"By using soft spring water, bicarbonate of soda and a high level of carbonation, we've have created a delicious soda water with a delicate aroma. Perfect for bringing out the best flavours of the finest whiskies.",,,,,,[],0.0,24 x 200.0ml,No,United Kingdom,,Fever-Tree
95,95,95,95,0,product_1829,24-x-fever-tree-refreshingly-light-tonic-water-bottle-case-200ml,48.25,https://www.paneco.com.sg/products/24-x-fever-tree-refreshingly-light-tonic-water-bottle-case-200ml,"We use naturally occurring fruit sugars to develop our lighter tonic water. The blending of subtle botanical flavours with spring water and highest-quality quinine gives it the distinctively clean, crisp character of Indian Tonic Water, but with 46% fewer calories.",““THE ULTIMATE G&T””,"Goes well with gin and tonic, refreshing and not too dry. ",,,,[],0.0,24 x 200.0ml,No,United Kingdom,,Fever-Tree
96,96,96,96,0,product_498,12-x-magners-original-irish-cider-bottle-pack-568ml,72.7,https://www.paneco.com.sg/products/12-x-magners-original-irish-cider-bottle-pack-568ml,"When William Magner set out to make Ireland’s greatest cider in 1935, this is what he came up with. Made with 17 different varieties of fallen apples, pressed and then kept in the dark to mature for a couple of years, it is the crispest, most refreshing way to celebrate any moment.",“Well rounded taste with balanced acidity and sweetness. Has a delicate but deep fruity flavour derived from fresh ripe apples with hints of oak and spicy vine fruits.”,,,,,[],4.5,568.0ml,No,Ireland,,Magners
97,97,97,97,0,product_824,20-x-weihenstephaner-hefe-weis-beer-bottle-case,124.8,https://www.paneco.com.sg/products/20-x-weihenstephaner-hefe-weis-beer-bottle-case,"A golden-yellow wheat beer, with its fine-poured white foam, smells of cloves and impresses consumers with its refreshing banana flavor. To be enjoyed at any time, this beer goes excellently with fish, seafood, spicy cheeses and pairs especially well with the traditional Bavarian veal sausage. Hefeweissbier brewed according to our centuries-old brewing tradition on the Weihenstephan hill.",“Full bodied with a smooth yeast taste.”,,,,,[],5.1,20 x 500.0ml,No,Germany,Wheat,Weihenstephaner
98,98,98,98,0,product_3199,24-x-amstel-beer-bottle-case-330ml,79.95,https://www.paneco.com.sg/products/24-x-amstel-beer-bottle-case-330ml,"Amstel Beer Bottle (24 case) Golden Amstel beer with its mildly bitter taste and excellent quality has become well known around the world, beyond the borders of its native Netherlands. ​",,,,,,[],5.0,24 x 330.0ml,No,Netherlands,Lager,Amstel
99,99,99,99,0,product_1138,24-x-amstel-light-beer-bottle-case-355ml,73.5,https://www.paneco.com.sg/products/24-x-amstel-light-beer-bottle-case-355ml,"In 1870, the Amstel brewery was founded by two friends in Amsterdam. They brewed a new, Bavaria-style lager beer that became an instant favourite. Now, almost 150 years later, not only the Dutch, but people from all over the world know the excellent quality of Amstel.","“Amstel Light is a pale lager that is easy to sip and at only 95 calories per serving, it is easy on the waistline.”",,,,,[],3.5,24 x 355.0ml,No,Netherlands,Lager,Amstel
100,100,100,100,0,product_3367,24-x-asahi-super-dry-beer-bottle-case-330ml,84.95,https://www.paneco.com.sg/products/24-x-asahi-super-dry-beer-bottle-case-330ml,"It is said that the whole is greater than the sum of the parts. In the case of ASAHI SUPER DRY, each part is of superb quality, which results in a truly exceptional beer. ASAHI SUPER DRY’s uses carefully selected strains of yeast that not only facilitate outstanding fermentation, but also enhance the beer’s sophisticated aroma and refreshingly dry taste. The malted barley used in brewing ASAHI SUPER DRY is selected from an exclusive network of grain suppliers around the world, based upon precisely detailed criteria. Such precision ensures uniform quality across the globe at any time of year. Hops of the highest quality give ASAHI SUPER DRY an elegant touch of bitterness. The brewing process for ASAHI SUPER DRY involves highly innovative technologies designed to handle ingredients with the utmost care. Such careful and precise handling helps ensure the beer’s optimal taste. These technologies also aid in the prevention of flavour deterioration, so consumers are able to fully experience the fresh sophisticated taste of ASAHI SUPER DRY.",,,,,,[],5.2,24 x 330.0ml,No,Japan,Lager,Asahi
101,101,101,101,0,product_820,24-x-asahi-super-dry-beer-bottles-case,75.35,https://www.paneco.com.sg/products/24-x-asahi-super-dry-beer-bottles-case,"It is said that the whole is greater than the sum of the parts. In the case of ASAHI SUPER DRY, each part is of superb quality, which results in a truly exceptional beer. ASAHI SUPER DRY’s uses carefully selected strains of yeast that not only facilitate outstanding fermentation, but also enhance the beer’s sophisticated aroma and refreshingly dry taste. The malted barley used in brewing ASAHI SUPER DRY is selected from an exclusive network of grain suppliers around the world, based upon precisely detailed criteria. Such precision ensures uniform quality across the globe at any time of year. Hops of the highest quality give ASAHI SUPER DRY an elegant touch of bitterness. The brewing process for ASAHI SUPER DRY involves highly innovative technologies designed to handle ingredients with the utmost care. Such careful and precise handling helps ensure the beer’s optimal taste. These technologies also aid in the prevention of flavour deterioration, so consumers are able to fully experience the fresh sophisticated taste of ASAHI SUPER DRY.","“Karakuchi means dry, and it is the word that best describes the sophisticated yet congenial character of ASAHI SUPER DRY. Its refreshingly crisp, clear taste makes it an excellent match for any cuisine.”","A little bitter, has a dry mouth feel. Decently good lager beer",,,,[],5.0,330.0ml,No,Japan,Lager,Asahi
102,102,102,102,0,product_816,24-x-bavaria-premium-pilsner-beer-bottle-case,58.75,https://www.paneco.com.sg/products/24-x-bavaria-premium-pilsner-beer-bottle-case,"Bavaria Premium is a pure, light-coloured and easy-to-drink pilsner beer. Bavaria Premium Pilsner is brewed with the best ingredients and natural mineral water from Bavaria's own spring. Refreshing, fruity, slightly hop-like with a refreshing aftertaste, which makes Bavaria Premium Pilsner an accessible, pure and easy to drink pilsner.","“A clear pilsner that is easy to drink, with a pleasant, slightly bitter aftertaste. Bavaria Premium is a clear light-coloured pilsner, brewed with barley malt, wheat, natural mineral water and hop. Refreshing, fruity and slightly hop-like, with a full flavour and beautifully balanced. An accessible pure pilsner, brewed with the best ingredients and natural mineral water from Bavaria's own spring.Pure pilsner, 5% full, light-coloured, medium body, fruity, pleasantly bitter, hop-like, natural mineral water from Bavaria's own spring, easy to drink.Serve with deep-fried snacks (such as Calamari (squid rings in beer batter)), new cheeses, Asian dishes, hearty and spicy meat dishes, barbequed meat dishes.”",Had this beer at my last BBQ. All my guest loved it. Paired really well with the meat. Taste was crisp and perfect for those hot Singapore afternoons.,,,,[],5.0,330.0ml,No,Netherlands,Lager,Bavaria
103,103,103,103,0,product_3194,24-x-bira-91-original-white-pint-case-330ml,75.95,https://www.paneco.com.sg/products/24-x-bira-91-original-white-pint-case-330ml,Bira 91 Original White Pint (24 case) A deliciously different wheat beer with low bitterness and a soft finish. A hint of spice and a kick of citrus makes this a glass of cloudy sunshine. A refreshing all day beer brewed with only the finest ingredients and mixed with barrels of passion.,,,,,,[],4.7,24 x 330.0ml,No,India,Wheat,Bira 91
104,104,104,104,0,product_3193,24-x-bira-91-pomelo-the-ipa-pint-case-330ml,87.95,https://www.paneco.com.sg/products/24-x-bira-91-pomelo-the-ipa-pint-case-330ml,"Bira 91 Pomelo The IPA Pint (24 case) The Bira 91 Indian Pale Ale is a fresh tropical session IPA: an ode to contemporary India's love for experimentation and flavour. The granddaddy of grapefruits, the pomelo is one of the largest citrus fruits in the world. It grows in groves across North Eastern and Southern India and has a mildy-sweet citrusy taste. Medium-bodied, dry and hoppy, the Indian Pale Ale has tropical aromas of mango pineapple and a touch of malty-honeyed biscuit.",,,,,,[],4.5,24 x 330.0ml,No,India,Ale,Bira 91
105,105,105,105,0,product_3192,24-x-bira-91-summer-blonde-pint-case-330ml,72.95,https://www.paneco.com.sg/products/24-x-bira-91-summer-blonde-pint-case-330ml,"Bira 91 Summer Blonde Pint (24 case) This Summer Lager is rich in colour, made with two-row barley, delicately malty with a nice balance of bitterness and dryness, a fruity summery aroma of tangerine, melons, strawberries and passion fruit.",,,,,,[],4.5,24 x 330.0ml,No,India,Lager,Bira 91
106,106,106,106,0,product_3196,24-x-bitburger-premium-pils-beer-can-case-330ml,65.95,https://www.paneco.com.sg/products/24-x-bitburger-premium-pils-beer-can-case-330ml,"Bitburger Premium Pils Beer Can (24 case) Fans of this style of brewing enjoy the dry, bitter flavour and light colour that is typical of the beers it produces. Straw-coloured pilsner is crystal-clear and perfectly hopped, boasting a light taste and a lasting foam head with extra-fine bubbles. This all combines for a moment of pure pilsner enjoyment.",,,,,,[],4.8,24 x 330.0ml,No,Germany,Wheat,Bitburger
107,107,107,107,0,product_506,budweiser-beer-can-24-case,54.0,https://www.paneco.com.sg/products/budweiser-beer-can-24-case,"Known as ""The King of Beers"" Budweiser is a medium-bodied, flavorful, crisp American-style lager, packaged in case of 24 cans. Perfect for keeping at home and on hand. Brewed with the best barley malt and a blend of premium hop varieties, it is an icon of core American values like optimism and celebration. The lager is brewed using fresh, verdant rice – milled, polished, graded and immediately brewed for a light and crisp taste. It’s an expensive process; one we think is worth every grain. Only the supplest, most aromatic hops are selected to create the distinctive flavor of Budweiser. Incredibly, the 30 billion or so yeast cells used to produce every bottle of Budweiser beer are directly descended from the original culture used by Adolphus Busch. Consistently pure water is the key to consistently pure Budweiser beer. Filtered water is flown to their headquarters in St. Louis from around the country daily and tested for purity by our Brewmaster. Taste testing water to brew beer… That’s a commitment to quality.","“Budweiser was first introduced by Adolphus Busch in 1876 and it's still brewed with the same high standards today.The 24 Can Case served ice cold is perfect for BBQs, after a hard day at work, or stocking up for home.”",,,,,[],5.0,330.0ml,No,United States,Lager,Budweiser
108,108,108,108,0,product_500,budweiser-budvar-beer-bottle-24-case,77.5,https://www.paneco.com.sg/products/budweiser-budvar-beer-bottle-24-case,"24 bottle Case of this Premium Czech Lager. Universally regarded as one of the world's great lager conditioned beers, using the finest ingredients, first-class cones from locally grown Saaz hops, natural soft water from ice age lakes and carefully selected grains of a unique strain of the Moravian barley make our Budweiser Budvar Original a truly great beer. The 700-year long tradition of brewing Budějovice beer means the brewery takes 102 days to brew and condition Budweiser Budvar. About 7 times longer than most other beers. It’s the only way to preserve the unique and unmatchable taste. This pale lager has a beautiful golden colour and rich head, its mild hop aroma balances well with the perfectly synchronised sweet-bitter taste. You will understand why it is the lager for those in the know.","“A more classic version of the Budweiser family, enjoyed fresh on a hot summer day. Serve it chilled for maximum enjoyment.”",,,,,[],5.0,24 x 330.0ml,No,Czech Republic,Lager,Budweiser
109,109,109,109,0,product_4107,24-x-dos-equis-xx-lager-especial-beer-bottle-case-330ml,78.0,https://www.paneco.com.sg/products/24-x-dos-equis-xx-lager-especial-beer-bottle-case-330ml,"Crisp, refreshing, light-bodied malt-flavored beer with a well-balanced finish. A Lager that drinks like a Pilsner. A liquid embodiment of living life to the fullest. A beverage made from pure spring water and the choicest hops. ",,,,,,[],4.2,24 x 330.0ml,No,Mexico,Lager,Dos Equis XX
110,110,110,110,0,product_502,duvel-beer-bottle-24-case,132.0,https://www.paneco.com.sg/products/duvel-beer-bottle-24-case,"24 bottle case of fine Belgian Beer. Duvel is a natural beer with a subtle bitterness, a refined flavour and a distinctive hop character. The unique brewing process, which takes about 90 days, guarantees a pure character, delicate effervescence and a pleasant sweet taste of alcohol. Apart from pure spring water, which is the main ingredient of beer, barley is the most important raw material. Barley must germinate for five days in the malt house, after which malt remains. The colour of the malt and as a consequence also of the beer is determined by the temperature. Duvel obtains its typical bitterness by adding various varieties of aromatic Slovenian and Czech hops. Duvel ferments for the first time in tanks at 20 to 26°C. The brewer uses his own culture for this. The original yeast strain, which Albert Moortgat himself selected in the 1920’s, originates from Scotland. After maturing in storage tanks in which the beer is cooled down to -2°C, the drink is ready for bottling. Thanks to the addition of extra sugars and yeast, the beer ferments again in the bottle. This occurs in warm cellars (24°C) and takes two weeks. Then the beer is moved to cold cellars, where it continues to mature and stabilise for a further six weeks. This extra long maturation period is unique and contributes to the refined flavour and pure taste of Duvel. A team of beer specialists checks the process daily by means of taste analyses. It is only after 90 days, when it has achieved its rich range of flavours, that Duvel may leave the brewery.","“A Duvel is ready to drink if it has been chilled in the refrigerator to the ideal temperature of about 5°C. Another equally important factor is a clean, dry Duvel glass at room temperature.Leave about 1 cm of beer in the bottle. This contains the yeast which can make the beer rather cloudy and bitter.”",,,,,[],8.5,330.0ml,No,Belgium,Ale,Duvel
111,111,111,111,0,product_489,24-x-grolsch-beer-bottle-case-330ml,69.95,https://www.paneco.com.sg/products/24-x-grolsch-beer-bottle-case-330ml,"Four centuries of Dutch artistry has resulted in a premium lager with an unconventional twist. Not one, but two types of hops: Magnum & Emerald, introduced at two specific times in the brewing process along with a final flourish of Dutch Aroma Malt. Crafted to fully engage the senses with a vibrant taste and crisp finish. Theo de Groen introduced the swingtop bottle in 1897. He believed his beer deserved a special bottle to glorify the Grolsch beer and craftsmanship that goes into it. There is something better about the ‘pop’ when you open one, the sensation of drinking from it and the place it has in people’s heart.","“This North-European style lager is brewed for longer, using two hop varietals and double fermented with 100% malt base.  Grolsch delivers a bold, full flavoured beer that is hard to resist.”",,,,,[],5.0,24 x 330.0ml,No,Netherlands,Wheat,Grolsch
112,112,112,112,0,product_814,24-x-guinness-draught-beer-can-case-500ml,89.9,https://www.paneco.com.sg/products/24-x-guinness-draught-beer-can-case-500ml,"Rich and creamy. Distinctively black. Velvety in its finish. This iconic beer is defined by harmony. Sip after sip, sweet counters bitter as the malt arrives on cue to compliment a base of roasted barley. Just as the unmistakable white head sits flush atop the dark beer, so do the flavors counter and combine perfectly. This is our greatest innovation. Truly unique. Perfectly balanced. Developed in 1959, this beer was our brewers’ celebration of Arthur Guinness signing his 9,000-year lease – a fitting way to mark 200 years of groundbreaking brewing. With a skillful pairing of nitrogen gas and carbon dioxide, the smooth, velvety texture was born. Distinguished by its legendary stormy surge upon pouring, Guinness Draught brewed up a storm all of its own. It established itself as the top-selling Guinness beer with lightning speed. Drinkers were instantly drawn to its complexity; its bold combination of flavors made a lasting impression. Guinness Draught was an unparalleled success.","“There are six steps to pouring an impeccable pint of Guinness; it’s all in the detail, from the tilt of the glass to the surge and the settle, culminating in a beer that’s made to be savored.Aroma: Sweet smelling with a coffee and malty noseFlavor: Perfect balance of bitter and sweet with malt and roast charactersPalate: Smooth, creamy and balanced”","Strong in flavour, smooth and slightly creamy. ",,,,[],4.2,24 x 500.0ml,No,Ireland,Ale,Guinness
113,113,113,113,0,product_3191,24-x-hard-seltze-topo-chico-pineapple-twist-bottle-case-355ml,89.59,https://www.paneco.com.sg/products/24-x-hard-seltze-topo-chico-pineapple-twist-bottle-case-355ml,"Rich and creamy. Distinctively black. Velvety in its finish. This iconic beer is defined by harmony. Sip after sip, sweet counters bitter as the malt arrives on cue to compliment a base of roasted barley. Just as the unmistakable white head sits flush atop the dark beer, so do the flavors counter and combine perfectly. This is our greatest innovation. Truly unique. Perfectly balanced. Developed in 1959, this beer was our brewers’ celebration of Arthur Guinness signing his 9,000-year lease – a fitting way to mark 200 years of groundbreaking brewing. With a skillful pairing of nitrogen gas and carbon dioxide, the smooth, velvety texture was born. Distinguished by its legendary stormy surge upon pouring, Guinness Draught brewed up a storm all of its own. It established itself as the top-selling Guinness beer with lightning speed. Drinkers were instantly drawn to its complexity; its bold combination of flavors made a lasting impression. Guinness Draught was an unparalleled success.",“Delicate and RefreshingFresh & ripe pineapple with sweet undertones of molassesTropical notes that round out the pineapple profile”,,,,,[],4.7,24 x 355.0ml,No,Mexico,,Topo Chico
114,114,114,114,0,product_3190,24-x-hard-seltze-topo-chico-strawberry-guava-bottle-case-355ml,93.59,https://www.paneco.com.sg/products/24-x-hard-seltze-topo-chico-strawberry-guava-bottle-case-355ml,"Rich and creamy. Distinctively black. Velvety in its finish. This iconic beer is defined by harmony. Sip after sip, sweet counters bitter as the malt arrives on cue to compliment a base of roasted barley. Just as the unmistakable white head sits flush atop the dark beer, so do the flavors counter and combine perfectly. This is our greatest innovation. Truly unique. Perfectly balanced. Developed in 1959, this beer was our brewers’ celebration of Arthur Guinness signing his 9,000-year lease – a fitting way to mark 200 years of groundbreaking brewing. With a skillful pairing of nitrogen gas and carbon dioxide, the smooth, velvety texture was born. Distinguished by its legendary stormy surge upon pouring, Guinness Draught brewed up a storm all of its own. It established itself as the top-selling Guinness beer with lightning speed. Drinkers were instantly drawn to its complexity; its bold combination of flavors made a lasting impression. Guinness Draught was an unparalleled success.","“Ripe berry aroma notesFleshy, juicy strawberry notesRounded, clean & refreshing”",,,,,[],4.7,24 x 355.0ml,No,Mexico,,Topo Chico
115,115,115,115,0,product_3189,24-x-hard-seltze-topo-chico-tangy-lemon-lime-bottle-case-355ml,93.59,https://www.paneco.com.sg/products/24-x-hard-seltze-topo-chico-tangy-lemon-lime-bottle-case-355ml,"Rich and creamy. Distinctively black. Velvety in its finish. This iconic beer is defined by harmony. Sip after sip, sweet counters bitter as the malt arrives on cue to compliment a base of roasted barley. Just as the unmistakable white head sits flush atop the dark beer, so do the flavors counter and combine perfectly. This is our greatest innovation. Truly unique. Perfectly balanced. Developed in 1959, this beer was our brewers’ celebration of Arthur Guinness signing his 9,000-year lease – a fitting way to mark 200 years of groundbreaking brewing. With a skillful pairing of nitrogen gas and carbon dioxide, the smooth, velvety texture was born. Distinguished by its legendary stormy surge upon pouring, Guinness Draught brewed up a storm all of its own. It established itself as the top-selling Guinness beer with lightning speed. Drinkers were instantly drawn to its complexity; its bold combination of flavors made a lasting impression. Guinness Draught was an unparalleled success.","“Strong citrusy, earthy, sweet, tamarind.Very natural, bold – no artificial sweetener notes.Complex & bright – unique & fun”",,,,,[],4.7,24 x 355.0ml,No,Mexico,,Topo Chico
116,116,116,116,0,product_201,24-x-heineken-beer-can-case-330ml,58.6,https://www.paneco.com.sg/products/24-x-heineken-beer-can-case-330ml,"On the beach, at a party or on the go? Feel and enjoy wherever you are a true touch of class with a cold can of Heineken, the refreshing taste that is kept safe from light and air. Be reassured the can saves the balanced richness in taste, the refreshing clarity and a beautiful golden-yellow colour inside.","“Heineken Beer Can (24 Case)At the heart of Heineken’s success lie pure, natural ingredients: malted barley, water, hops and a small but significant extra called A-Yeast. Heineken’s unique A-Yeast is responsible for the rich balanced taste and subtle fruity notes that have distinguished every single Heineken.”",,,,,[],5.0,24 x 330.0ml,No,Netherlands,Lager,Heineken
117,117,117,117,0,product_4423,24-x-hitachino-nest-espresso-stout-bottle-case-330ml,188.0,https://www.paneco.com.sg/products/24-x-hitachino-nest-espresso-stout-bottle-case-330ml,"Brewed using well-roasted espresso beans, Hitachino Nest Espresso Stout has a rich taste and coffee flavour. The recipe is based on the imperial stout loved by the Russian emperor.",,,,,,[],7.0,24 x 330.0ml,No,Japan,,Hitachino Nest
118,118,118,118,0,product_980,24-x-hoegaarden-rosee-beer-bottles-case-250ml,58.5,https://www.paneco.com.sg/products/24-x-hoegaarden-rosee-beer-bottles-case-250ml,"The story of the jam jars (see Myths & Legends) gave us an idea. Hoegaarden Rosée. It might be pink but it is very much a wheat beer. And while it doesn’t feature a higher alcohol percentage, it does mean you can enjoy it even more in the sun.",“Soft taste and subtle colour of raspberries”,"I don't really like beer cause of the bitter aftertaste, but Hoegaarden Rosee is definitely different. I love the sweet fruity aroma which you cant stop after trying it.",,,,[],3.0,24 x 250.0ml,No,Belgium,Wheat,Hoegaarden
