<<<<<<< HEAD
,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,product_id,product_name,product_price,product_link,Bottle volume ml,Varietals,Alcohol percentage,Gift box,Country of origin,Varietal,Organic,Vintage,Style,palate  ,Brand,Product_desc,Expert Review,Customer Review,Appearance,Nose,Palate,Score,Finish,Food Pairing
139,139,139,139,139,139,0,product_4000,elettra-primitivo-negroamaro-puglia-igt-750ml,48.5,https://www.paneco.com.sg/products/elettra-primitivo-negroamaro-puglia-igt-750ml,750.0ml,,14.5,No,Italy,Negroamaro,,2021.0,,,Elettra,"
Primitivo Negroamaro Puglia IGT has intense aromas of almonds, cherries, blackberries, delicate aromas of spices, perfectly balanced tannins, and fruity notes all meet perfectly in each bottle.
",,,Deep red with purple hints,"Fruity bouquet with clear notes of blackberry,cherries, sugared almonds and some mint and spiced notes",Velvety tannins and the fruity notes with a persistent finish,93.0,,"['Beef', 'Duck', 'Lamb', 'Venison']"
140,140,140,140,140,140,0,product_4640,elettra-sauvignon-blanc-750ml,39.95,https://www.paneco.com.sg/products/elettra-sauvignon-blanc-750ml,750.0ml,,13.5,No,Italy,,,,,,Elettra,"
The most beloved white variety in the world gives flavor to an exceptional wine, born on the Italian terroir from grapes ripened in vineyards with tradition and carefully selected to give maximum flavors in the tasting. 
The first white wine of the Elettra range simply delights with its suite of fresh, grassy and floral aromas that intertwine sublimely and make the wine shine like the star that bears its name, and an ideal temperature of 8-10 degrees Celsius will highlight fully all these flavors. 
",,,Pale straw yellow,Delicate floral aromas with hints of herbs,Green and herbaceous flavours.,99.0,,"['Chicken', 'Fish', 'Cheese', 'Spicy']"
141,141,141,141,141,141,0,product_2937,emporium-primitivo-di-manduria-doc-2019-750ml,38.95,https://www.paneco.com.sg/products/emporium-primitivo-di-manduria-doc-2019-750ml,750.0ml,,14.0,No,Italy,Primitivo Zinfandel,,2021.0,,,Emporium,"
Emporium Primitivo di Manduria is definitely the result of the terroir of the region of Puglia. It is characterized by a deep ruby red color, raspberries jam, blueberry sweet spices note. The body is full and tasty with soft tannins and alcohol, which create a good balance and surprising elegance.
",,,Deep ruby red,Notes of Raspberry and blueberry jam,Full bodied with smooth tannins,90.0,,"['Duck', 'Pork', 'Pasta', 'Cheese']"
142,142,142,142,142,142,0,product_2938,emporium-rosso-passito-salento-i-g-p-750ml,37.45,https://www.paneco.com.sg/products/emporium-rosso-passito-salento-i-g-p-750ml,750.0ml,,14.5,No,Italy,Negroamaro,,2021.0,,,Emporium,"
Emporium Appassimento is a red wine crafted the Negroamaro grape, which is an indigenous varietal grown in the land of Salento Italy. It pays homage to a century old wimemaking method that was widely practiced throughout Mediterranean countries, and little changed since ancient times. During harvest, the best grapes are selected to remain on the vine for an extended period, until each grape is dried out concentrating its taste and aromas of ripe fruit and spices.
",,,Brown brick red,"Grilled berries, pickled and roasted ramps, tar and pomace, and farmyard earth","Medium-to-full body and a smooth, intriguing, long finish that shows accents of craisins and spiced toffee with fine, chewy tannins and moderate oak flavo",91.0,,"['Beef', 'Chicken', 'Duck', 'Cheese']"
143,143,143,143,143,143,0,product_529,faustino-rivero-ulecia-reserva,19.22,https://www.paneco.com.sg/products/faustino-rivero-ulecia-reserva,750.0ml,,13.0,No,Spain,Tempranillo,,,,,Faustino Rivero Ulecia,"
Produced under the Rioja Qualified Designation of Origin, this family owned winery continues to lead bodega having made Marqués del Atrio a professionalised and modern company able to cater the most demanding markets in the five continents.
",,,Red colour with violet hints,Fruity hints well blended with the sweet and vanilla oaky notes, Round and strong on the mouth with strong tannins.,,,"['Beef', 'Chicken', 'Duck', 'Lamb']"
>>>>>>> e47ce0c3f7db9be48c589d9ac4f5ba092d85190e
144,144,144,144,144,144,0,product_2464,frankland-estate-cabernet-sauvignon-2017-750ml,50.5,https://www.paneco.com.sg/products/frankland-estate-cabernet-sauvignon-2017-750ml,750.0ml,,14.0,No,Australia,Cabernet Sauvignon,,,Full-Bodied,,Frankland Estate,"
                  2017 was an ideal vintage for Cabernet Sauvignon with a very long, slow ripening period which allowed for a long hang time. 

A wet spring provided good early vine growth followed by a cooler than average January and February. The summer cooled considerably in early March slowing ripening with the Cabernet harvest on 3rd May. Fruit was harvested in clean and ideal conditions.
<<<<<<< HEAD
                ","“Frankland River is normally not know for his Cabnert Sauvignon, however this particular wine is really super well made. Quite herbal on the nose and red berries on the palate makes it a medium to full body wine which goes along with red meat very well.”",,Deep Red,"Loads of charm to the bouquet, cinnamon and mixed red berries, raspberry coulis and toasty, cedary oak","he palate is opulent yet focused. Ripe fruit abounds, balanced by mouth coating chalky tannin, which gives the wine texture and length. Ripe mulberry flavours intertwine with cacao and tobacco leaf.",89.0,,"['Beef', 'Chicken', 'Duck', 'Lamb']"
145,145,145,145,145,145,0,product_2465,frankland-estate-riesling-2018-750ml,50.5,https://www.paneco.com.sg/products/frankland-estate-riesling-2018-750ml,750.0ml,,13.0,No,Australia,Riesling,,,,,Frankland Estate,"
A wet and cold winter in 2016 prolonged budburst, further cold weather restricted vine vigour for the first month from bud burst. Flowering was some two weeks behind average. Cool and typically dry conditions continued from November right through to harvest. The cooler summer meant harvest was delayed by up to two weeks later than average. The season resulted in an outstanding riesling harvest. Riesling was harvested 20th March until 18th April.
",“A superb Riesling from western Australia. A very wide range of flavours from citrus to ripe fruits like mango and apple. A wine to be enjoyed now but I am sure can last at least 6-7 years in your cellar.”,,Yellow Hue,"A beautifully intense yet ethereal nose to this exemplary riesling with limes, lemon pith, lime leaves and hints of green mangoes.","The palate has a seamless build of smooth-honed fruit that follows the same, citrus and stone-fruit thread as seen on the nose.",91.0,,"['Fish', 'Seafood', 'Salad', 'Sushi']"
=======
                ","“Frankland River is normally not know for his Cabnert Sauvignon, however this particular wine is really super well made. Quite herbal on the nose and red berries on the palate makes it a medium to full body wine which goes along with red meat very well.”",,Deep Red,"Loads of charm to the bouquet, cinnamon and mixed red berries, raspberry coulis and toasty, cedary oak","he palate is opulent yet focused. Ripe fruit abounds, balanced by mouth coating chalky tannin, which gives the wine texture and length. Ripe mulberry flavours intertwine with cacao and tobacco leaf.",89.0,,"['Beef', 'Chicken', 'Duck', 'Lamb']"
145,145,145,145,145,145,0,product_2465,frankland-estate-riesling-2018-750ml,50.5,https://www.paneco.com.sg/products/frankland-estate-riesling-2018-750ml,750.0ml,,13.0,No,Australia,Riesling,,,,,Frankland Estate,"
A wet and cold winter in 2016 prolonged budburst, further cold weather restricted vine vigour for the first month from bud burst. Flowering was some two weeks behind average. Cool and typically dry conditions continued from November right through to harvest. The cooler summer meant harvest was delayed by up to two weeks later than average. The season resulted in an outstanding riesling harvest. Riesling was harvested 20th March until 18th April.
",“A superb Riesling from western Australia. A very wide range of flavours from citrus to ripe fruits like mango and apple. A wine to be enjoyed now but I am sure can last at least 6-7 years in your cellar.”,,Yellow Hue,"A beautifully intense yet ethereal nose to this exemplary riesling with limes, lemon pith, lime leaves and hints of green mangoes.","The palate has a seamless build of smooth-honed fruit that follows the same, citrus and stone-fruit thread as seen on the nose.",91.0,,"['Fish', 'Seafood', 'Salad', 'Sushi']"
>>>>>>> e47ce0c3f7db9be48c589d9ac4f5ba092d85190e
146,146,146,146,146,146,0,product_2466,frankland-estate-shiraz-2016-750ml,50.5,https://www.paneco.com.sg/products/frankland-estate-shiraz-2016-750ml,750.0ml,,12.5,No,Australia,Syrah/Shiraz,,,Full-Bodied,,Frankland Estate,"
                  90% Shiraz, 5% Malbec, 3% Marsanne and 2% Viognier from the Frankland River region. Lifted aromas of cedar combine seamlessly with black pepper spice and subtle cloves, blue fruits, young berries and Damson plums to create a soft juicy palate. Lovely textural tannins produce an elegant cool climate Shiraz. 

A wet spring provided good early vine growth followed by a dry and warmer than average January and February. The summer cooled considerably in early March slowing ripening with the Shiraz harvest starting on the 17th March and concluding the 26th March. Fruit was harvested in clean and ideal condition.
<<<<<<< HEAD
                ","“This organic wine is a fruit driven expression of a shiraz. Dark plum is dominate with a long textured finishing, including hints of nutmeg and gloves. Shiraz doesn't always need to be from Barossa.”",,Deep Ruby Red,"The bouquet is spicy, earthy, savoury and far from simple although fruit-driven","The palate is silky and elegant, with juicy fruit and savory tannins.",91.0,,"['Beef', 'Duck', 'Cheese', 'Venison']"
147,147,147,147,147,147,0,product_2066,freixenet-cordon-negro-gran-seleccion-brut-750ml,28.95,https://www.paneco.com.sg/products/freixenet-cordon-negro-gran-seleccion-brut-750ml,750.0ml,,11.5,No,Spain,White Blend,,,,,Freixenet,"
Known as the 'Black Bottle Bubbly', it is Freixenet’s most popular CAVA! Cordon Negro Brut is a crisp, clean and well-balanced sparkling wine that goes well with everything and any occasion.
",,,Pale yellow,"Hints of green apple and tropical fruits, bananas and pineapple"," Apple, ripe pear and bright citrus flavors combine with a long finish and an exciting touch of ginger",88.0,,"['Fish', 'Seafood', 'Cheese', 'Sushi']"
148,148,148,148,148,148,0,product_2622,freixenet-ice-750ml,29.95,https://www.paneco.com.sg/products/freixenet-ice-750ml,750.0ml,,11.5,No,Spain,Chardonnay,,,,,Freixenet,"
Freixenet ICE Cuvée brings a new dimension to the sparkling wine category. Fine bubbles, peach and ripe pear flavours, flowers and hints of tropical fruits. The palate is creamy and sweet with a long refreshing finish.
",,,Golden yellow,"Aromas of peach, ripe pear, flowers and a touch of tropical fruit",Creamy and sweet with a long finish.,,,"['Fish', 'Pasta', 'Cheese', 'Salad']"
149,149,149,149,149,149,0,product_1911,freixenet-mia-classic-royal-red-sangria-750ml,21.95,https://www.paneco.com.sg/products/freixenet-mia-classic-royal-red-sangria-750ml,750.0ml,,8.5,No,Spain,Tempranillo,,,,,Freixenet,"
Spain without Sangría would be like a party without music – this drink is as iconic as a paella. We honor this traditional drink with a special blend of excellent red wine, and lemon and orange notes. Serve on ice, add a few fresh slices of citrus and strawberry, clap your hands and olé! Pure alegría.
",,,Bright purple,Lemon and orange,Pleasant finish with a long and seductive aftertaste.,,,"['Beef', 'Seafood', 'Cheese', 'Dessert']"
150,150,150,150,150,150,0,product_1915,freixenet-mia-sangria-white-frizzante-750ml,24.95,https://www.paneco.com.sg/products/freixenet-mia-sangria-white-frizzante-750ml,750.0ml,,7.5,No,Spain,Chardonnay,,,,,Freixenet,"
Sangria is the Spanish drink we all know and love, and here it is reinvented with a modern twist. Freixenet Mia White Frizzante is made from quality sparkling white wine and blended with orange and zesty citrus. Garnish with fruit and serve over ice.
",,,Bright pale lemon,"Lemon, orange","On the palate you will notice light fine bubbles, which make this Sangria a very inviting drink",88.0,,"['Fish', 'Seafood', 'Cheese', 'Salad']"
151,151,151,151,151,151,0,product_4569,g-h-mumm-grand-cordon-brut-750ml,66.95,https://www.paneco.com.sg/products/g-h-mumm-grand-cordon-brut-750ml,750.0ml,"Chardonnay, Pinot Noir",12.0,No,France,,,,,,G. H. Mumm,"
One of the world’s biggest-selling champagnes, the nose of citrus, peach and vanilla enhanced by Mumm’s trademark biscuity nuances. It has a silky, mouthfilling mousse and a lovely fresh, lingering finish.
",,,Golden-yellow hue,"White and yellow fruits entice, with hints of lychee, pineapple, praline. Appetizing aromas of pastry – yeast, brioche","Complex and perfectly balanced, the wine reveals rounded, elegant flavors of fruit and caramel.",,,"['Fish', 'Seafood', 'Pork', 'Salmon']"
152,152,152,152,152,152,0,product_2941,gemma-di-luna-moscato-moscato-spumante-750ml,22.45,https://www.paneco.com.sg/products/gemma-di-luna-moscato-moscato-spumante-750ml,750.0ml,,7.5,No,Italy,White Blend,,,,,Gemma Di Luna,"
Gemma di Luna Moscato is a crisp sparkling wine crafted with grapes from Piemonte. It is lusciously sweet and full of concentrated flavor balanced by vibrant acidity, characterized by flavors of nectarines, peaches and apples
",,,Straw yellow verging to a gold color,Notes of peach and mandarin orange,Creamy texture and lovely sweetness characterized by peach flavors which create an intriguing elegant complexity,,,"['Fish', 'Seafood', 'Cheese', 'Dessert']"
153,153,153,153,153,153,0,product_2940,gemma-di-luna-pinot-grigio-delle-venezie-doc-750ml,30.25,https://www.paneco.com.sg/products/gemma-di-luna-pinot-grigio-delle-venezie-doc-750ml,750.0ml,,12.0,No,Italy,Pinot Grigio,,2020.0,,,Gemma Di Luna,"
Gemma di Luna Pinot Grigio is produced from one of Italy’s best-known DOC, Delle Venezie – an area proven to produce high-end Pinot Grigio. Gemma di Luna Pinot Grigio is the clean expression of this classic Italian grape: it’s fresh and crisp with white and stone fruit and characterized by a balanced acidity.
",,,Pale straw yellow with greenish highlights,"Intense, with fruit notes of apple","Harmonic, fresh, pleasingly crisp",,,"['Chicken', 'Fish', 'Seafood', 'Pasta']"
154,154,154,154,154,154,0,product_2939,gemma-di-luna-prosecco-750ml,27.5,https://www.paneco.com.sg/products/gemma-di-luna-prosecco-750ml,750.0ml,,10.5,No,Italy,Glera,,,,,Gemma Di Luna,"
Gemma di Luna presents a charmingly seductive version of everyone’s favorite Italian sparkling wine, Prosecco. Perfect for everyday enjoyment, you will love how the filled aromas, fresh clean flavors and vibrant effervescence tickle your senses.
",,,Pale straw yellow,"Sweet aromas of white flowers, lemon skin and peaches","Effervescent, with a dry-yet-fruity body which ends in a lemon curd, honey butter and mineral finish",,,"['Fish', 'Seafood', 'Asian', 'Sushi']"
=======
                ","“This organic wine is a fruit driven expression of a shiraz. Dark plum is dominate with a long textured finishing, including hints of nutmeg and gloves. Shiraz doesn't always need to be from Barossa.”",,Deep Ruby Red,"The bouquet is spicy, earthy, savoury and far from simple although fruit-driven","The palate is silky and elegant, with juicy fruit and savory tannins.",91.0,,"['Beef', 'Duck', 'Cheese', 'Venison']"
147,147,147,147,147,147,0,product_2066,freixenet-cordon-negro-gran-seleccion-brut-750ml,28.95,https://www.paneco.com.sg/products/freixenet-cordon-negro-gran-seleccion-brut-750ml,750.0ml,,11.5,No,Spain,White Blend,,,,,Freixenet,"
Known as the 'Black Bottle Bubbly', it is Freixenet’s most popular CAVA! Cordon Negro Brut is a crisp, clean and well-balanced sparkling wine that goes well with everything and any occasion.
",,,Pale yellow,"Hints of green apple and tropical fruits, bananas and pineapple"," Apple, ripe pear and bright citrus flavors combine with a long finish and an exciting touch of ginger",88.0,,"['Fish', 'Seafood', 'Cheese', 'Sushi']"
148,148,148,148,148,148,0,product_2622,freixenet-ice-750ml,29.95,https://www.paneco.com.sg/products/freixenet-ice-750ml,750.0ml,,11.5,No,Spain,Chardonnay,,,,,Freixenet,"
Freixenet ICE Cuvée brings a new dimension to the sparkling wine category. Fine bubbles, peach and ripe pear flavours, flowers and hints of tropical fruits. The palate is creamy and sweet with a long refreshing finish.
",,,Golden yellow,"Aromas of peach, ripe pear, flowers and a touch of tropical fruit",Creamy and sweet with a long finish.,,,"['Fish', 'Pasta', 'Cheese', 'Salad']"
149,149,149,149,149,149,0,product_1911,freixenet-mia-classic-royal-red-sangria-750ml,21.95,https://www.paneco.com.sg/products/freixenet-mia-classic-royal-red-sangria-750ml,750.0ml,,8.5,No,Spain,Tempranillo,,,,,Freixenet,"
Spain without Sangría would be like a party without music – this drink is as iconic as a paella. We honor this traditional drink with a special blend of excellent red wine, and lemon and orange notes. Serve on ice, add a few fresh slices of citrus and strawberry, clap your hands and olé! Pure alegría.
",,,Bright purple,Lemon and orange,Pleasant finish with a long and seductive aftertaste.,,,"['Beef', 'Seafood', 'Cheese', 'Dessert']"
150,150,150,150,150,150,0,product_1915,freixenet-mia-sangria-white-frizzante-750ml,24.95,https://www.paneco.com.sg/products/freixenet-mia-sangria-white-frizzante-750ml,750.0ml,,7.5,No,Spain,Chardonnay,,,,,Freixenet,"
Sangria is the Spanish drink we all know and love, and here it is reinvented with a modern twist. Freixenet Mia White Frizzante is made from quality sparkling white wine and blended with orange and zesty citrus. Garnish with fruit and serve over ice.
",,,Bright pale lemon,"Lemon, orange","On the palate you will notice light fine bubbles, which make this Sangria a very inviting drink",88.0,,"['Fish', 'Seafood', 'Cheese', 'Salad']"
151,151,151,151,151,151,0,product_4569,g-h-mumm-grand-cordon-brut-750ml,66.95,https://www.paneco.com.sg/products/g-h-mumm-grand-cordon-brut-750ml,750.0ml,"Chardonnay, Pinot Noir",12.0,No,France,,,,,,G. H. Mumm,"
One of the world’s biggest-selling champagnes, the nose of citrus, peach and vanilla enhanced by Mumm’s trademark biscuity nuances. It has a silky, mouthfilling mousse and a lovely fresh, lingering finish.
",,,Golden-yellow hue,"White and yellow fruits entice, with hints of lychee, pineapple, praline. Appetizing aromas of pastry – yeast, brioche","Complex and perfectly balanced, the wine reveals rounded, elegant flavors of fruit and caramel.",,,"['Fish', 'Seafood', 'Pork', 'Salmon']"
152,152,152,152,152,152,0,product_2941,gemma-di-luna-moscato-moscato-spumante-750ml,22.45,https://www.paneco.com.sg/products/gemma-di-luna-moscato-moscato-spumante-750ml,750.0ml,,7.5,No,Italy,White Blend,,,,,Gemma Di Luna,"
Gemma di Luna Moscato is a crisp sparkling wine crafted with grapes from Piemonte. It is lusciously sweet and full of concentrated flavor balanced by vibrant acidity, characterized by flavors of nectarines, peaches and apples
",,,Straw yellow verging to a gold color,Notes of peach and mandarin orange,Creamy texture and lovely sweetness characterized by peach flavors which create an intriguing elegant complexity,,,"['Fish', 'Seafood', 'Cheese', 'Dessert']"
153,153,153,153,153,153,0,product_2940,gemma-di-luna-pinot-grigio-delle-venezie-doc-750ml,30.25,https://www.paneco.com.sg/products/gemma-di-luna-pinot-grigio-delle-venezie-doc-750ml,750.0ml,,12.0,No,Italy,Pinot Grigio,,2020.0,,,Gemma Di Luna,"
Gemma di Luna Pinot Grigio is produced from one of Italy’s best-known DOC, Delle Venezie – an area proven to produce high-end Pinot Grigio. Gemma di Luna Pinot Grigio is the clean expression of this classic Italian grape: it’s fresh and crisp with white and stone fruit and characterized by a balanced acidity.
",,,Pale straw yellow with greenish highlights,"Intense, with fruit notes of apple","Harmonic, fresh, pleasingly crisp",,,"['Chicken', 'Fish', 'Seafood', 'Pasta']"
154,154,154,154,154,154,0,product_2939,gemma-di-luna-prosecco-750ml,27.5,https://www.paneco.com.sg/products/gemma-di-luna-prosecco-750ml,750.0ml,,10.5,No,Italy,Glera,,,,,Gemma Di Luna,"
Gemma di Luna presents a charmingly seductive version of everyone’s favorite Italian sparkling wine, Prosecco. Perfect for everyday enjoyment, you will love how the filled aromas, fresh clean flavors and vibrant effervescence tickle your senses.
",,,Pale straw yellow,"Sweet aromas of white flowers, lemon skin and peaches","Effervescent, with a dry-yet-fruity body which ends in a lemon curd, honey butter and mineral finish",,,"['Fish', 'Seafood', 'Asian', 'Sushi']"
>>>>>>> e47ce0c3f7db9be48c589d9ac4f5ba092d85190e
155,155,155,155,155,155,0,product_3203,giant-steps-yarra-valley-pinot-noir-750ml,61.95,https://www.paneco.com.sg/products/giant-steps-yarra-valley-pinot-noir-750ml,750.0ml,,13.5,No,Australia,Pinot Noir,,2020.0,,,Giant Steps,"
                  Giant Steps Yarra Valley Pinot Noir is the entry point to Phil Sexton & Steve Flamsteed's highly acclaimed wine range.

This is a great entry point into the world of premium Yarra Pinot Noir, with fruit sourced from the Sexton, Applejack, Tarraford and Primavera vineyards. It's made with 40% whole bunches and the meticulous attention to detail for which Flamsteed has become renowned. Unfined and unfiltered too.
<<<<<<< HEAD
                ","“Naturally high acidity, great flavour and vibrant colours. Overall, tiny crops but amazing quality”",,Deep ruby red,"Vibrant red and blue fruits but a lovely underlying earthiness, with white mushrooms, truffles, savoury spice and forest floor characters","Breadth, structure and viscosity on the palate.",92.0,,"['Beef', 'Duck', 'Cheese', 'Salad']"
156,156,156,156,156,156,0,product_4005,giordano-barolo-piedmont-docg-750ml,70.95,https://www.paneco.com.sg/products/giordano-barolo-piedmont-docg-750ml,750.0ml,,14.0,No,Italy,Barolo,,,,,Giordano Vini,"
Barolo can be considered as one of Italy's greatest wines. Located at altitude, the vineyard is made up of sandy loam, magnesium and manganese in the north-west as well as iron-rich land in the south-east.
",,,Brilliant garnet red colour,"Ethereal and intense, with a typical dried rose scent",Elegant tannins and a long sweet cherry finish,94.0,,"['Beef', 'Cheese', 'Lamb', 'Venison']"
157,157,157,157,157,157,0,product_4006,giordano-nebbiolo-langhe-piedmont-doc-750ml,40.5,https://www.paneco.com.sg/products/giordano-nebbiolo-langhe-piedmont-doc-750ml,750.0ml,,13.5,No,Italy,Nebbiolo,,,,,Giordano Vini,"
It has been cultivated in Piedmont since the 1200s and has received certificates of appreciation and esteem since the 1500s. It is a red of great substance, capable of evolving by expressing hidden aspects of its personality over time. Matured in wood, to allow maximum harmonization of sensations. 
",,,Deep dark red color with violet rim,"Nose of red cherry, fresh strawberry and pomegranate with notes of cranberry.","Medium-plus acidity and supple, medium tannin.",93.0,,"['Beef', 'Duck', 'Lamb', 'Venison']"
158,158,158,158,158,158,0,product_4697,graham-s-fine-ruby-port-750ml,35.95,https://www.paneco.com.sg/products/graham-s-fine-ruby-port-750ml,750.0ml,,19.0,No,Portugal,,,,,,Graham's,"
Graham’s Fine Ruby is bottled young, after some two years aging in oak vats. This retains the assertiveness of the fruit: a recognisable hallmark of Graham’s style.
Graham’s Fine Ruby Port is full-bodied with youthful freshness and aromas luscious fruit. It is deeply coloured and intensely aromatic with ripe red and black fruit aromas. On the palate luscious black cherry flavours, with excellent balance and an intense finish.
",,,,,,,,[]
159,159,159,159,159,159,0,product_3925,gramona-argent-brut-corpinnat-2017-w-gift-box-750ml,84.95,https://www.paneco.com.sg/products/gramona-argent-brut-corpinnat-2017-w-gift-box-750ml,750.0ml,,12.0,Yes,Spain,Chardonnay,Yes,2017.0,,,Gramona,"
This sparkling wine is produced from grapes sourced from Mas Escorpí, an organically and biodynamically farmed vineyard with calcareous and rocky soils located on the foothills of the Montserrat mountains and planted with 25-year-old vines.
Crafted by the Gramona winery, this Spanish sparkling wine was meticulously harvested and vinified. Once in the cellar, the grapes were gently crushed, after which only a 50% of the wine must was fermented in stainless steel tanks at a controlled temperature.
",,,Pale yellow with greenish reflections,Citrus skin like lemon and ripe grapefruit.,"Fresh entrance, good volume in the mouth",,,"['Duck', 'Seafood', 'Pork', 'Cheese']"
160,160,160,160,160,160,0,product_3926,gramona-argent-rose-brut-nature-corpinnat-2018-750ml-w-gift-box,85.95,https://www.paneco.com.sg/products/gramona-argent-rose-brut-nature-corpinnat-2018-750ml-w-gift-box,750.0ml,,12.0,Yes,Spain,Pinot Noir,Yes,2018.0,,,Gramona,"
Based on the careful observation and treatment of the factors that influence their land and its habitat. They do not apply herbicides or chemical pesticides, they uses natural resources with the main objective of preserving the balance of the environment and we maintain spontaneous plant covers to achieve spongy soils.
Through biodynamics, a step beyond ecology, enliven the vineyards and seek to raise their levels of biodiversity.
",,,Old gold color with “onion skin” sparkles,"Rose and violet petals, wild strawberries, blueberries, currants, grapefruit, and herbal notes of fennel and fresh grass.",Fully integrated and crisp carbonation that melts with sustained acidity.,,,"['Seafood', 'Asian', 'Salmon', 'Spicy']"
161,161,161,161,161,161,0,product_3927,gramona-iii-lustros-brut-nature-corpinnat-2013-750ml-w-gift-box,90.85,https://www.paneco.com.sg/products/gramona-iii-lustros-brut-nature-corpinnat-2013-750ml-w-gift-box,750.0ml,,12.5,Yes,Spain,White Blend,Yes,2013.0,,,Gramona,"
Gramona III Lustros Brut Nature is an organic and biodynamic Corpinnat made with the Macabeo and Xarello grape varieties by Gramona.
One of the watchwords from the first moment is to achieve harmony between the aromatic expressiveness of the varietal, maintain its characteristic tonality and avoid an excessive contribution of tannins at all times.
",,,Gold colour,"Poppies, fresh red roses, wild strawberries, blueberries, currants.","Fresh, crisp and fully integrated carbonic that melts with sustained acidity.",,,"['Chicken', 'Seafood', 'Asian', 'Spicy']"
162,162,162,162,162,162,0,product_3928,gramona-imperial-brut-corpinnat-2017-750ml-w-gift-box,66.95,https://www.paneco.com.sg/products/gramona-imperial-brut-corpinnat-2017-750ml-w-gift-box,750.0ml,,12.0,No,Spain,Chardonnay,Yes,2017.0,,,Gramona,"
French feel and an elegance that has resulted in it becoming a must-have Cava on any wine list taking a pride. Gramona Imperial is also the house's flagship, elegant, sumptuous and very close to the French Champagnes, despite containing only 10% Chardonnay grapes. A symbol of elegance that has made this Cava a true classic among its faithful imbibers and brought about its notability as one of the most renowned Cavas in the world.
",,,Pale yellow with golden highlights.,Perfect harmony between the aromas. hints of ripe apple and vine peach stand out,"Entry into the mouth where it is broad, lively and tremendously refreshing. Fine and well integrated bubbles dance with a subtle and elegant creaminess.",,,"['Chicken', 'Seafood', 'Pasta', 'Salad']"
163,163,163,163,163,163,0,product_350,grand-marnier-cordon-rouge-700ml,56.4,https://www.paneco.com.sg/products/grand-marnier-cordon-rouge-700ml,700.0ml,,40.0,No,France,,,,,,Grand Marnier,"
The original liqueur created in 1880 by Louis-Alexandre Marnier Lapostolle. A delicate blend of fine cognacs and distilled essence of tropical oranges with Marnier-Lapostolle's secret touch. Slow ageing in French oak casks gives it incomparable roundness and subtlety.
",“Colour: Bright topaz with gold and amber tintsAroma: Complex nose of orange flowers combined with scents of candied zests and toffee.Flavour: Bitter orange flavours are enhanced by the cognac with nuances of orange marmalade and hazelnuts. The finish is long and harmonious.”,,,,,,,[]
164,164,164,164,164,164,0,product_3747,grande-alberone-black-bio-vino-rosso-ditalia-750ml,40.5,https://www.paneco.com.sg/products/grande-alberone-black-bio-vino-rosso-ditalia-750ml,750.0ml,,14.0,No,Italy,Red Blends,Yes,,,,"Torres, Grande Alberone","
After the grapes have been harvested, a long maceration takes place in order to extract more colour, tannins and primary aromas. Once the maceration is over, the wine is separated from the lees and completes its fermentation in steel tanks at a temperature of 22-24 °C. A part of this wine is aged in barrique, enriching the wine with toasted and spicy notes.
",,,Intense ruby red colour,Aromas of raisin and red fruit with delicate scents of vanilla and chocolate,"Full, harmonic and round with a persistent finish",96.0,,"['Beef', 'Cheese', 'Lamb', 'Venison']"
165,165,165,165,165,165,0,product_3773,grande-alberone-la-forza-vino-rosso-d-italia-750ml,37.0,https://www.paneco.com.sg/products/grande-alberone-la-forza-vino-rosso-d-italia-750ml,750.0ml,,13.5,No,Italy,Red Blends,,,,,Grande Alberone,"
Intense red wine with purplish highlights, where the notes of red fruits and plum and the good palate symmetry are not overwhelmed by the notes of chocolate and vanilla of the light ageing in wood.
",,,Intense ruby red colour with violet reflections,Intense and persistent fragrance with refined hints of ripe fruit: raspberries and red currants.,"Medium-bodied wine, the finish is soft and long.",96.0,,"['Beef', 'Cheese', 'Salad', 'Lamb']"
=======
                ","“Naturally high acidity, great flavour and vibrant colours. Overall, tiny crops but amazing quality”",,Deep ruby red,"Vibrant red and blue fruits but a lovely underlying earthiness, with white mushrooms, truffles, savoury spice and forest floor characters","Breadth, structure and viscosity on the palate.",92.0,,"['Beef', 'Duck', 'Cheese', 'Salad']"
156,156,156,156,156,156,0,product_4005,giordano-barolo-piedmont-docg-750ml,70.95,https://www.paneco.com.sg/products/giordano-barolo-piedmont-docg-750ml,750.0ml,,14.0,No,Italy,Barolo,,,,,Giordano Vini,"
Barolo can be considered as one of Italy's greatest wines. Located at altitude, the vineyard is made up of sandy loam, magnesium and manganese in the north-west as well as iron-rich land in the south-east.
",,,Brilliant garnet red colour,"Ethereal and intense, with a typical dried rose scent",Elegant tannins and a long sweet cherry finish,94.0,,"['Beef', 'Cheese', 'Lamb', 'Venison']"
